,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Year
294,261,Craig Hodges,31,CHI,SG,56,2,9.9,1.7,4.3,0.384,0.6,1.7,0.375,1,2.6,0.39,0.459,0.3,0.3,0.941,0.1,0.3,0.4,1,0.3,0,0.4,0.6,4.3,,1992
277,249,Tony Brown,31,2TM,SF,57,2,11.5,1.8,4.4,0.41,0.3,1.1,0.302,1.5,3.3,0.446,0.448,0.8,1.2,0.727,0.6,0.9,1.5,0.8,0.5,0.1,0.6,1.4,4.8,,1992
471,383,Dan Godfread,24,HOU,C,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,,1992
358,305,Cliff Robinson,31,LAL,PF,9,0,8.7,1.2,3,0.407,0,0.1,0,1.2,2.9,0.423,0.407,0.8,0.9,0.875,0.8,1.3,2.1,1,0.6,0,0.8,0.4,3.2,,1992
446,359,Stephen Thompson,23,SAC,SG,18,0,4.2,0.7,1.9,0.382,0,0.1,0,0.7,1.8,0.394,0.382,0.2,0.4,0.375,0.6,0.4,1,0.4,0.3,0.2,0.2,0.4,1.6,,1992
433,355,Tim McCormick,29,NYK,C,22,0,4.9,0.6,1.5,0.424,0,0,,0.6,1.5,0.424,0.424,0.6,1,0.667,0.6,0.9,1.5,0.4,0.1,0,0.4,0.8,1.9,,1992
429,353,João Vianna,25,DAL,SF,1,0,9,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,0,0,2,0,0,1,3,2,,1992
425,349,David Rivers,27,LAC,PG,15,0,8.1,0.7,2,0.333,0,0.1,0,0.7,1.9,0.345,0.333,0.7,0.7,0.909,0.7,0.6,1.3,1.4,0.5,0.1,1.1,0.9,2,,1992
424,348,Carlton McKinney,27,NYK,SG,2,0,4.5,1,4.5,0.222,0,0,,1,4.5,0.222,0.222,0,0,,0,0.5,0.5,0,0,0,0,0.5,2,,1992
423,347,Gary Leonard,24,ATL,C,5,0,2.6,0.8,1.2,0.667,0,0,,0.8,1.2,0.667,0.667,0.4,0.4,1,0.6,0.4,1,0.2,0.2,0,0.2,0.6,2,,1992
421,345,Miloš Babić,23,MIA,C,9,0,3.9,0.7,1.4,0.462,0,0,,0.7,1.4,0.462,0.462,0.7,0.9,0.75,0.2,1,1.2,0.7,0.1,0,0.6,0,2,,1992
447,360,Demetrius Calip,22,LAL,PG,7,0,8.3,0.6,2.6,0.222,0.1,0.7,0.2,0.4,1.9,0.231,0.25,0.3,0.4,0.667,0.1,0.6,0.7,1.7,0.1,0,0.7,1.1,1.6,,1992
474,386,Billy Thompson,28,GSW,SF,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,,1992
473,385,Mike Smrek,29,GSW,C,2,0,1.5,0,0,,0,0,,0,0,,,0,0,,0,0.5,0.5,0,0,0,0,0,0,,1992
472,384,Cedric Hunter,27,CHH,PG,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,,1992
468,380,Randy Wittman,32,IND,SG,24,0,4.8,0.3,0.8,0.421,0,0,,0.3,0.8,0.421,0.421,0,0.1,0.5,0,0.3,0.4,0.5,0.1,0,0.1,0.2,0.7,,1992
467,379,Les Jepsen,24,SAC,C,31,0,2.8,0.3,0.8,0.375,0,0,0,0.3,0.7,0.391,0.375,0.2,0.4,0.636,0.4,0.6,1,0,0,0.2,0.1,0.5,0.8,,1992
464,377,Jon Sundvold,30,MIA,PG,3,0,2.7,0.3,1,0.333,0.3,0.3,1,0,0.7,0,0.5,0,0,,0,0,0,0.7,0,0,0,0.7,1,,1992
448,361,Lanard Copeland,26,LAC,SG,10,0,4.8,0.7,2.3,0.304,0,0.2,0,0.7,2.1,0.333,0.304,0.2,0.2,1,0.1,0.6,0.7,0.5,0.2,0,0.4,0.5,1.6,,1992
463,376,Patrick Eddie,24,NYK,C,4,0,3.3,0.5,2.3,0.222,0,0,,0.5,2.3,0.222,0.222,0,0,,0,0.3,0.3,0,0,0,0,0.8,1,,1992
460,373,Charles Thomas,22,DET,SG,36,0,4.3,0.5,1.4,0.353,0.1,0.5,0.118,0.4,0.9,0.471,0.373,0.3,0.4,0.667,0.2,0.4,0.6,0.6,0.1,0,0.5,0.6,1.3,,1992
459,372,Keith Owens,22,LAL,SF,20,0,4,0.5,1.6,0.281,0,0,,0.5,1.6,0.281,0.281,0.4,0.5,0.8,0.4,0.4,0.8,0.2,0.3,0.2,0.1,0.6,1.3,,1992
458,371,Dave Popson,27,MIL,PF,5,0,5.2,0.6,1.4,0.429,0,0.2,0,0.6,1.2,0.5,0.429,0.2,0.4,0.5,0.4,0.6,1,0.6,0.4,0.2,0.8,1,1.4,,1992
454,367,Tom Copa,27,SAS,C,33,1,4,0.7,1.2,0.55,0,0,,0.7,1.2,0.55,0.55,0.1,0.4,0.308,0.4,0.7,1.1,0.1,0.1,0.2,0.2,0.9,1.5,,1992
450,363,Jim Petersen,29,GSW,PF,27,2,6.3,0.7,1.5,0.45,0,0.1,0,0.7,1.4,0.474,0.45,0.3,0.4,0.7,0.4,1.2,1.7,0.3,0.2,0.2,0.2,1.3,1.6,,1992
378,320,John Turner,24,HOU,SF,42,0,8.2,1,2.3,0.439,0,0,,1,2.3,0.439,0.439,0.7,1.4,0.525,0.9,1,1.9,0.3,0.1,0.1,0.8,1,2.8,,1992
377,319,Brad Davis,36,DAL,PG,33,0,13,1.2,2.6,0.442,0.2,0.5,0.278,1,2.1,0.485,0.471,0.3,0.5,0.733,0.1,0.9,1,2,0.3,0.1,0.8,1.7,2.8,,1992
376,318,Quintin Dailey,31,SEA,SG,11,1,8.9,0.8,3.4,0.243,0,0.1,0,0.8,3.3,0.25,0.243,1.2,1.5,0.813,0.2,0.9,1.1,0.4,0.5,0.1,0.9,0.5,2.8,,1992
372,316,Rory Sparrow,33,2TM,PG,46,0,10.6,1.3,3.3,0.384,0.1,0.3,0.2,1.2,3,0.404,0.394,0.2,0.3,0.615,0.1,0.5,0.6,1.8,0.3,0.1,0.7,1.2,2.8,,1992
412,341,Michael Ansley,24,2TM,SF,10,0,4.5,0.8,1.8,0.444,0,0,,0.8,1.8,0.444,0.444,0.5,0.6,0.833,0.2,0.4,0.6,0.2,0,0,0.3,0.7,2.1,,1992
411,340,Ralph Sampson,31,WSB,C,10,0,10.8,0.9,2.9,0.31,0,0.2,0,0.9,2.7,0.333,0.31,0.4,0.6,0.667,1.1,1.9,3,0.4,0.3,0.8,1,1.4,2.2,,1992
408,337,Wayne Cooper,35,POR,C,35,0,9.8,1,2.3,0.427,0,0,,1,2.3,0.427,0.427,0.2,0.3,0.636,1.1,1.8,2.9,0.6,0.1,0.8,0.4,1.6,2.2,,1992
406,335,Myron Brown,22,MIN,PG,4,0,5.8,1,1.5,0.667,0.3,0.8,0.333,0.8,0.8,1,0.75,0,0,,0,0.8,0.8,1.5,0.3,0,1,0.5,2.3,,1992
400,331,Dave Feitl,29,NJN,C,34,0,5.1,1,2.3,0.429,0,0,,1,2.3,0.429,0.429,0.5,0.6,0.842,0.6,1.2,1.8,0.2,0.1,0.1,0.6,0.6,2.4,,1992
392,327,Bob Hansen,31,2TM,SG,68,2,11.9,1.2,2.6,0.444,0.1,0.4,0.259,1.1,2.2,0.477,0.463,0.1,0.3,0.364,0.3,0.9,1.1,1,0.4,0,0.4,2,2.5,,1992
370,314,Brian Quinnett,25,DAL,SG,15,0,9.1,1,3.4,0.294,0.2,1,0.2,0.8,2.4,0.333,0.324,0.5,0.8,0.667,0.5,1.3,1.8,0.3,0.6,0.1,0.5,0.7,2.7,,1992
19,20,Larry Bird,35,BOS,SF,45,45,36.9,7.8,16.8,0.466,1.2,2.8,0.406,6.7,14,0.478,0.5,3.3,3.6,0.926,1,8.6,9.6,6.8,0.9,0.7,2.8,1.8,20.2,"MVP-14,AS",1992
198,185,Vinnie Johnson,35,SAS,SG,60,23,22.5,3.4,8.3,0.405,0.3,1,0.317,3.1,7.3,0.417,0.424,0.9,1.4,0.647,1.1,1.9,3,2.4,0.7,0.2,1.2,1.6,8,,1992
188,175,Alexander Volkov,27,ATL,C,77,27,19.7,3.3,7.4,0.441,0.5,1.4,0.318,2.8,6,0.471,0.472,1.6,2.6,0.631,1.3,2.1,3.4,3.2,0.9,0.4,1.3,2.3,8.6,,1992
139,132,A.J. English,24,WSB,SG,81,6,20.6,4.5,10.4,0.433,0.1,0.4,0.176,4.4,10,0.443,0.436,1.8,2.2,0.841,0.9,1.2,2.1,1.8,0.4,0.1,1.1,2,10.9,,1992
147,138,Dennis Hopson,26,SAC,SG,69,0,18.9,4,8.6,0.465,0.2,0.7,0.255,3.8,7.9,0.483,0.475,2.6,3.7,0.708,1.5,1.5,3,1.5,1,0.6,1.4,1.6,10.7,,1992
148,139,Sam Vincent,28,ORL,PG,39,18,22.7,3.8,8.9,0.43,0,0.3,0.077,3.8,8.6,0.443,0.431,2.8,3.3,0.846,0.5,2.1,2.6,3.8,0.9,0.1,1.8,1.4,10.5,,1992
161,151,Walter Davis,37,DEN,SF,46,0,16.1,4,8.8,0.459,0.1,0.3,0.313,3.9,8.4,0.465,0.465,1.8,2,0.872,0.4,1.1,1.5,1.5,0.6,0,1,1.5,9.9,,1992
302,271,Gary Plummer,30,DEN,PF,60,0,12.3,1.8,3.8,0.465,0,0.1,0,1.8,3.8,0.471,0.465,1.2,1.6,0.726,0.9,2,2.9,0.7,0.2,0.2,1.3,2.4,4.7,,1993
300,269,Terry Catledge,29,ORL,PF,21,1,12.5,1.7,3.5,0.493,0,0,,1.7,3.5,0.493,0.493,1.3,1.6,0.794,0.9,1.3,2.2,0.2,0.2,0,1.2,1.5,4.7,,1993
299,268,Kenny Battle,28,BOS,SG,3,1,9.7,2,4.3,0.462,0,0.3,0,2,4,0.5,0.462,0.7,0.7,1,2.3,1.3,3.7,0.7,0.3,0,0.7,0.7,4.7,,1993
348,307,Maurice Cheeks,36,NJN,PG,35,0,14.6,1.5,2.7,0.548,0,0.1,0,1.5,2.6,0.56,0.548,0.7,0.8,0.889,0.1,1.1,1.2,3.1,0.9,0.1,0.9,1,3.6,,1993
293,262,Trent Tucker,33,CHI,SG,69,0,13.2,2.1,4.3,0.485,0.8,1.9,0.397,1.3,2.4,0.555,0.573,0.3,0.3,0.818,0.2,0.8,1,1.2,0.3,0.1,0.3,0.9,5.2,,1993
344,305,Kennard Winchester,26,HOU,SG,39,0,8.7,1.6,3.6,0.439,0.1,0.5,0.211,1.5,3.1,0.475,0.453,0.4,0.6,0.773,0.4,0.8,1.3,0.3,0.3,0.3,0.4,1,3.7,,1993
343,304,Bo Kimble,26,NYK,SG,9,0,6.1,1.6,3.7,0.424,0.2,0.9,0.25,1.3,2.8,0.48,0.455,0.3,0.9,0.375,0.3,0.9,1.2,0.6,0.1,0,0.7,1.1,3.7,,1993
325,287,Marcus Webb,22,BOS,PF,9,0,5.7,1.4,2.8,0.52,0,0.1,0,1.4,2.7,0.542,0.52,1.4,2.3,0.619,0.6,0.6,1.1,0.2,0.1,0.2,0.6,1.2,4.3,,1993
322,284,Paul Pressey,34,GSW,SG,18,0,14.9,1.6,3.7,0.439,0,0.2,0,1.6,3.4,0.468,0.439,1.2,1.5,0.778,0.4,1.3,1.7,1.7,0.6,0.3,1.3,2,4.4,,1993
347,306,Mark Acres,30,WSB,C,12,7,20.5,2,3.3,0.6,0,0,,2,3.3,0.6,0.6,0.8,1.2,0.714,2,3.1,5.1,0.4,0.3,0.5,0.9,2.7,4.8,,1993
255,232,Kiki Vandeweghe,34,LAC,SF,41,3,12,2.2,5,0.453,0.3,0.9,0.324,2,4,0.482,0.483,1.4,1.6,0.879,0.3,0.9,1.2,0.6,0.3,0.2,0.5,1.1,6.2,,1993
247,224,Kenny Payne,26,PHI,SF,13,0,11.8,2.9,6.9,0.422,0.3,1.4,0.222,2.6,5.5,0.472,0.444,0.3,0.3,1,0.3,1.5,1.8,1.4,0.4,0.2,0.5,1.2,6.5,,1993
246,223,Buck Johnson,29,WSB,SF,73,19,17.6,2.6,5.5,0.479,0,0,0,2.6,5.5,0.483,0.479,1.3,1.7,0.73,1.1,1.6,2.7,1.2,0.5,0.2,1,2.6,6.5,,1993
245,222,Brian Howard,25,DAL,SF,68,22,19,2.7,6.1,0.442,0,0.1,0.143,2.7,6,0.447,0.443,1.1,1.4,0.766,1,2.1,3.1,1,0.8,0.5,1,3.2,6.5,,1993
260,236,Eddie Lee Wilkins,30,PHI,PF,26,0,7.4,2.1,3.7,0.567,0,0.1,0,2.1,3.7,0.579,0.567,1.8,3,0.615,0.5,1,1.5,0.1,0.3,0,0.7,1.3,6.1,,1993
280,252,Byron Irvin,26,WSB,SG,4,2,11.3,2.3,4.5,0.5,0.3,0.3,1,2,4.3,0.471,0.528,0.8,1.5,0.5,0.5,0.5,1,0.5,0.3,0,1,1.3,5.5,,1993
279,251,Lamont Strothers,24,DAL,SG,9,0,15.3,2.2,6.8,0.328,0.2,1.4,0.154,2,5.3,0.375,0.344,0.9,1.1,0.8,0.9,0.7,1.6,1.4,0.9,0,1.7,1.4,5.6,,1993
350,309,Melvin Newbern,25,DET,SG,33,1,9.4,1.3,3.4,0.372,0,0.2,0.125,1.2,3.2,0.39,0.376,1,1.8,0.567,0.6,0.5,1.1,1.7,0.7,0,1,1.3,3.6,,1993
437,369,Stan Kimbrough,26,SAC,PG,3,0,5,0.7,2,0.333,0.3,0.7,0.5,0.3,1.3,0.25,0.417,0,0,,0,0,0,0.3,0.3,0,0,0.3,1.7,,1993
434,368,Ed Nealy,32,2TM,PF,41,4,7.5,0.6,1.7,0.377,0.2,0.7,0.296,0.4,1,0.429,0.435,0.2,0.3,0.75,0.3,1.3,1.6,0.4,0.3,0,0.2,1,1.7,,1993
431,365,Howard Wright,25,ORL,PF,4,0,2.5,1,1.3,0.8,0,0,,1,1.3,0.8,0.8,0,0.5,0,0.3,0.3,0.5,0,0,0,0,0,2,,1993
430,364,Matt Othick,23,SAS,PG,4,0,9.8,0.8,1.3,0.6,0.5,1,0.5,0.3,0.3,1,0.8,0,0.5,0,0.3,0.3,0.5,1.8,0.3,0,1,1.8,2,,1993
428,362,Anthony Pullard,26,MIL,PF,8,0,4.6,1,2.3,0.444,0,0,,1,2.3,0.444,0.444,0.1,0.4,0.333,0.3,0.8,1,0.3,0.3,0.3,0.6,0.6,2.1,,1993
426,360,Scott Hastings,32,DEN,C,76,0,8.8,0.8,1.5,0.509,0,0.1,0.25,0.7,1.4,0.529,0.518,0.5,0.7,0.727,0.6,1.2,1.8,0.4,0.2,0.1,0.4,1.5,2.1,,1993
425,359,Isaiah Morris,23,DET,SF,25,0,4.1,1,2.3,0.456,0,0,,1,2.3,0.456,0.456,0.1,0.2,0.75,0.2,0.2,0.5,0.2,0.1,0,0.3,0.6,2.2,,1993
424,358,Kevin Lynch,24,CHH,SG,40,8,8.1,0.8,1.5,0.508,0,0,0,0.8,1.5,0.517,0.508,0.7,1,0.684,0.3,0.6,0.9,0.6,0.3,0.2,0.6,1.1,2.2,,1993
419,355,Darrell Walker,31,2TM,PG,37,2,13.8,0.9,2.6,0.354,0,0,0,0.9,2.6,0.358,0.354,0.3,0.7,0.462,0.6,1,1.6,1.4,0.9,0.1,0.7,1.7,2.2,,1993
416,354,Alan Ogg,25,2TM,C,6,0,4.8,0.8,2.2,0.385,0,0,,0.8,2.2,0.385,0.385,0.5,0.7,0.75,0.5,1.2,1.7,0.7,0.2,0.5,0.5,1,2.2,,1993
438,370,Delaney Rudd,30,POR,PG,15,1,6.3,0.5,2.4,0.194,0.1,0.7,0.091,0.4,1.7,0.24,0.208,0.7,0.9,0.786,0.3,0.3,0.6,1.1,0.1,0,0.7,0.5,1.7,,1993
441,372,William Bedford,29,SAS,C,16,0,4.1,0.6,1.7,0.333,0.1,0.1,1,0.5,1.6,0.308,0.352,0.4,0.8,0.5,0.1,0.6,0.6,0,0,0.1,0.1,0.9,1.6,,1993
464,390,Duane Washington,28,LAC,SG,4,0,7,0,1.3,0,0,0,,0,1.3,0,0,0,0,,0,0.5,0.5,1.3,0.3,0,0.5,0.5,0,,1993
462,388,Barry Stevens,30,GSW,SF,2,0,3,0.5,1,0.5,0,0,,0.5,1,0.5,0.5,0,0,,1,0,1,0,0,0,0,0.5,1,,1993
459,385,Dave Hoppen,28,NJN,C,2,0,5,0.5,0.5,1,0,0,,0.5,0.5,1,1,0,1,0,0.5,1.5,2,0,0,0,0,1,1,,1993
457,383,Jeff Ruland,34,DET,C,11,0,5,0.5,1,0.455,0,0,,0.5,1,0.455,0.455,0.2,0.4,0.5,0.8,0.8,1.6,0.2,0.2,0,0.5,1.5,1.1,,1993
455,381,Larry Smith,35,SAS,PF,66,13,12.6,0.6,1.3,0.437,0,0,,0.6,1.3,0.437,0.437,0.1,0.3,0.409,1.6,2.5,4.1,0.4,0.3,0.2,0.6,2,1.3,,1993
453,379,Alex Blackwell,22,LAL,SF,27,0,4,0.5,1.6,0.333,0,0.1,0,0.5,1.4,0.359,0.333,0.2,0.3,0.75,0.4,0.5,0.9,0.3,0.1,0.1,0.2,0.5,1.3,,1993
410,353,Alex Stivrins,30,4TM,PF,19,0,4,1,2.1,0.487,0,0.1,0,1,1.9,0.514,0.487,0.2,0.2,0.75,0.4,0.6,1,0.2,0.1,0.1,0.4,0.6,2.2,,1993
375,329,Jerome Lane,26,CLE,PF,21,2,7.1,1.3,2.6,0.5,0,0,,1.3,2.6,0.5,0.5,0.2,1,0.25,1.1,1.4,2.5,0.8,0.6,0.1,0.3,1.5,2.8,,1993
374,328,Mark Eaton,36,UTA,C,64,57,17.3,1.1,2,0.546,0,0,,1.1,2,0.546,0.546,0.5,0.8,0.7,1.1,3,4.1,0.3,0.3,1.2,0.7,2.2,2.8,,1993
367,323,Radisav Ćurčić,27,DAL,C,20,0,8.3,0.8,2.1,0.39,0,0,,0.8,2.1,0.39,0.39,1.3,1.8,0.722,0.9,1.6,2.5,0.6,0.4,0.1,0.4,1.5,2.9,,1993
361,320,Walter Palmer,24,DAL,C,20,0,6.2,1.4,2.9,0.474,0,0,,1.4,2.9,0.474,0.474,0.3,0.5,0.667,0.6,1.6,2.2,0.3,0.1,0.3,0.5,1.5,3,,1993
360,319,Ricky Blanton,26,CHI,SF,2,0,6.5,1.5,3.5,0.429,0,0,,1.5,3.5,0.429,0.429,0,0,,1,0.5,1.5,0.5,1,0,0.5,0.5,3,,1993
359,318,Blair Rasmussen,30,ATL,C,22,6,12.9,1.4,3.6,0.375,0.1,0.3,0.333,1.3,3.4,0.378,0.388,0.4,0.6,0.692,0.9,1.6,2.5,0.2,0.2,0.5,0.5,2.8,3.2,,1993
355,314,Gundars Vētra,25,MIN,SF,13,0,6.8,1.5,3.1,0.475,0.2,0.2,1,1.2,2.8,0.432,0.513,0.3,0.5,0.667,0.3,0.3,0.6,0.5,0.2,0,0.2,0.9,3.5,,1993
354,313,Rodney McCray,31,CHI,SF,64,5,15.9,1.4,3.2,0.451,0,0.1,0.4,1.4,3.1,0.452,0.456,0.6,0.8,0.692,0.8,1.6,2.5,1.3,0.2,0.2,0.8,1.5,3.5,,1993
379,333,Jeff Sanders,27,ATL,PF,9,0,13.3,1.1,2.8,0.4,0,0,,1.1,2.8,0.4,0.4,0.4,0.9,0.5,1.3,1.9,3.2,0.7,0.9,0.1,1.2,1.8,2.7,,1993
400,345,Bart Kofoed,28,BOS,SG,7,0,5.9,0.4,1.9,0.231,0,0.1,0,0.4,1.7,0.25,0.231,1.6,2,0.786,0,0.1,0.1,1.4,0.3,0.1,0.4,0.1,2.4,,1993
395,342,Sidney Green,32,2TM,PF,39,0,8.4,0.9,2.3,0.382,0,0.1,0,0.9,2.2,0.391,0.382,0.6,0.8,0.806,0.8,2.2,3,0.6,0.2,0.1,0.5,0.9,2.4,,1993
393,340,Brad Sellers,30,MIN,PF,54,4,9.9,0.9,2.4,0.377,0,0,0,0.9,2.4,0.38,0.377,0.7,0.7,0.949,0.5,1,1.5,0.9,0.1,0.2,0.5,0.7,2.5,,1993
383,335,Lance Blanks,26,MIN,SG,61,2,10.5,1.1,2.5,0.433,0.2,0.7,0.256,0.9,1.8,0.505,0.47,0.3,0.5,0.625,0.3,0.8,1.1,1.2,0.3,0.1,0.5,1,2.6,,1993
394,341,Terry Teagle,32,HOU,SG,2,0,12.5,1,3.5,0.286,0,0,,1,3.5,0.286,0.286,0.5,1,0.5,0,1.5,1.5,1,0,0,0.5,0.5,2.5,,1993
17,18,Reggie Lewis,27,BOS,SG,80,80,39.3,8.3,17.6,0.47,0.2,0.8,0.233,8.1,16.9,0.481,0.475,4.1,4.7,0.867,1.1,3.2,4.3,3.7,1.5,1,1.7,3.1,20.8,,1993
11,12,Dražen Petrović,28,NJN,SG,70,67,38,8.4,16.2,0.518,1.1,2.4,0.449,7.3,13.8,0.529,0.551,4.5,5.2,0.87,0.6,2.1,2.7,3.5,1.3,0.2,2.9,3.4,22.3,NBA3,1993
185,168,Mike Sanders,32,CLE,SF,53,51,22.4,3.7,7.5,0.497,0,0.1,0.25,3.7,7.4,0.5,0.499,1.1,1.5,0.756,1,2.2,3.2,1.4,0.7,0.6,1.1,2.8,8.6,,1993
177,161,Mike Iuzzolino,25,DAL,PG,70,23,25.3,3.2,6.8,0.462,0.8,2.1,0.375,2.4,4.8,0.5,0.519,1.6,2.1,0.765,0.4,1.6,2,4.7,0.7,0.1,1.8,1.4,8.7,,1993
229,209,Travis Mays,24,ATL,PG,49,9,16.1,2.6,6.3,0.417,0.6,1.7,0.345,2,4.6,0.444,0.464,1.1,1.7,0.659,0.4,0.7,1.1,1.5,0.4,0.1,1,1.2,7,,1993
228,208,Bernard King,36,NJN,SF,32,2,13.4,2.8,5.5,0.514,0.1,0.2,0.286,2.8,5.3,0.524,0.52,1.2,1.8,0.684,1.1,1.3,2.4,0.6,0.3,0.1,0.7,1.7,7,,1993
227,207,Dexter Cambridge,23,DAL,SF,53,13,16.7,2.8,5.9,0.484,0,0.1,0,2.8,5.8,0.49,0.484,1.3,1.9,0.687,1.7,1.5,3.2,1.1,0.5,0.1,1.2,2.4,7,,1993
220,200,Steve Burtt,30,WSB,SG,4,0,8.8,2.5,6.5,0.385,0.3,0.8,0.333,2.3,5.8,0.391,0.404,2,2.5,0.8,0.5,0.3,0.8,1.5,0.5,0,1,1.3,7.3,,1993
131,124,Kevin McHale,35,BOS,PF,71,0,23.3,4.2,9.1,0.459,0,0.3,0.111,4.2,8.9,0.469,0.461,2.3,2.7,0.841,1.3,3.7,5,1,0.2,0.8,1.3,1.8,10.7,,1993
127,121,Thomas Jordan,24,PHI,PF,4,0,26.5,4.5,10.3,0.439,0,0,,4.5,10.3,0.439,0.439,2,4.3,0.471,1.3,3.5,4.8,0.8,0.8,1.3,3,3.5,11,,1993
334,279,Darren Morningstar,24,UTA,C,1,0,4,1,1,1,0,0,,1,1,1,1,0,0,,0,1,1,0,0,0,0,1,2,,1994
340,282,Sean Green,23,UTA,SG,1,0,2,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1994
324,273,Marlon Maxey,24,MIN,PF,55,2,11.4,1.6,3,0.533,0,0,0,1.6,3,0.539,0.533,1.3,1.8,0.714,1.4,2.3,3.6,0.2,0.3,0.6,0.7,2.1,4.5,,1994
319,271,Todd Lichti,27,3TM,SG,13,0,9.7,1.5,3.9,0.392,0.2,0.2,1,1.4,3.8,0.367,0.412,1.2,1.9,0.64,0.6,1.1,1.7,0.8,0.5,0.1,0.4,1.2,4.5,,1994
317,269,Frank Johnson,35,PHO,PG,70,5,12.5,1.9,4.3,0.448,0,0.2,0.167,1.9,4.1,0.46,0.452,0.8,1,0.783,0.4,0.8,1.2,2.1,0.6,0,0.9,1.7,4.6,,1994
373,310,Ben Coleman,32,DET,PF,9,0,8.6,1.3,2.8,0.48,0,0,,1.3,2.8,0.48,0.48,0.4,0.9,0.5,1.1,1.8,2.9,0,0.2,0.2,0.8,1,3.1,,1994
355,295,Warren Kidd,23,PHI,PF,68,14,13,1.5,2.5,0.592,0,0,,1.5,2.5,0.592,0.592,0.7,1.3,0.547,1.1,2.3,3.4,0.3,0.3,0.3,0.6,1.9,3.6,,1994
268,230,Andre Spencer,29,2TM,SF,28,1,12.5,1.9,4.2,0.441,0,0,,1.9,4.2,0.441,0.441,2,2.8,0.714,1.1,1.5,2.6,0.8,0.7,0.3,0.8,1.5,5.7,,1994
255,220,Kenny Williams,24,IND,SF,68,1,14.4,2.8,5.8,0.488,0,0.1,0,2.8,5.7,0.494,0.488,0.7,0.9,0.703,1.4,1.6,3,0.8,0.4,0.7,0.7,1.5,6.3,,1994
254,219,Randy White,26,DAL,PF,18,3,17.8,2.5,6.2,0.402,0.3,1.1,0.3,2.2,5.1,0.424,0.429,1.1,1.8,0.576,1.7,2.9,4.6,0.6,0.6,0.6,1,2.6,6.4,,1994
312,266,Ron Anderson,35,2TM,SF,21,2,17,1.7,4.1,0.407,0.3,1.2,0.269,1.3,2.9,0.467,0.448,0.9,1.1,0.826,0.8,1.8,2.5,0.8,0.4,0.1,0.5,0.8,4.6,,1994
296,252,LaBradford Smith,24,WSB,SG,7,0,6.9,1.1,2.6,0.444,0,0,,1.1,2.6,0.444,0.444,2.1,2.9,0.75,0.7,0.4,1.1,0.7,0.4,0.1,0.1,1.1,4.4,,1994
462,378,Tod Murphy,30,2TM,PF,9,0,7.4,0.7,1.3,0.5,0,0,,0.7,1.3,0.5,0.5,0.3,0.7,0.5,0.4,0.7,1.1,0.4,0.2,0,0.1,1.1,1.7,,1994
459,377,Gary Alexander,24,2TM,PF,11,0,5,0.7,1.3,0.571,0,0,,0.7,1.3,0.571,0.571,0.3,0.8,0.333,0.6,0.7,1.4,0.2,0.3,0,0.7,0.9,1.7,,1994
457,375,Reggie Smith,23,POR,PF,43,9,7.3,0.7,1.7,0.403,0,0,,0.7,1.7,0.403,0.403,0.4,0.9,0.474,0.9,1.4,2.3,0.1,0.3,0.1,0.3,1.1,1.8,,1994
453,371,Brian Davis,23,MIN,SF,68,3,5.5,0.6,1.9,0.317,0,0,0.333,0.6,1.8,0.317,0.321,0.7,1,0.735,0.3,0.5,0.8,0.3,0.2,0.1,0.3,0.5,1.9,,1994
452,370,Eric Anderson,23,NYK,PF,11,0,3.5,0.6,1.5,0.412,0.2,0.2,1,0.5,1.4,0.333,0.471,0.5,1.3,0.357,0.5,1,1.5,0.2,0,0.1,0.2,0.8,1.9,,1994
450,368,Scott Haskin,23,IND,C,27,2,6.9,0.8,1.7,0.467,0,0,,0.8,1.7,0.467,0.467,0.5,0.7,0.684,0.6,1.4,2,0.2,0.1,0.6,0.5,1.2,2,,1994
448,366,Bill Edwards,22,PHI,PF,3,0,14.7,0.7,6,0.111,0,1.7,0,0.7,4.3,0.154,0.111,0.7,1.7,0.4,1.7,3,4.7,1.3,1,0.3,1.3,2,2,,1994
468,381,Matt Wenstrom,23,BOS,C,11,0,3.4,0.5,0.9,0.6,0,0,,0.5,0.9,0.6,0.6,0.5,0.9,0.6,0.5,0.5,1.1,0,0,0.2,0.4,0.6,1.6,,1994
469,382,Jay Guidinger,24,CLE,C,32,0,4.1,0.5,1,0.5,0,0,,0.5,1,0.5,0.5,0.5,0.7,0.714,0.5,0.6,1,0.1,0.1,0.2,0.5,0.7,1.5,,1994
471,384,Malcolm Mackey,23,PHO,C,22,0,3.1,0.6,1.7,0.378,0,0.1,0,0.6,1.6,0.4,0.378,0.2,0.4,0.5,0.5,0.5,1.1,0,0,0.1,0.1,0.4,1.5,,1994
